Company_Name,Code_Name,Subsector,MR_Quarter,Fin_Yr_End,Iss_Share,Mar_Cap,St_Ind,Sales,Assets,Liability,Equity,Cash_Flow,Op_Profit,Net_Profit,DPS,EPS,RPS,BVPS,CFPS,CEPS,NAVS,Div_Yield,PER,PSR,PBVR,PCFR,DPR,GPM,OPM,NPM,EBITM,ROE,ROA,DER,CR,QR,CRR
"Mas Murni Indonesia Tbk",MAMI,"Tourism, Restaurant And Hotel",30/09/2019," December",12.3,614.96,6.8,116.44,1690,337.55,1330,259.75,23.34,0.55463,0,0,13,108,28,6,110,0,0,3.96,0.46,1.78,0,0.4302,0.2004,0.0047,-0.1328,0.0005,0.0004,0.2544,0.7686,1.1077,1.1889
"Map Aktif Adiperkasa Tbk.",MAPA,"Retail Trade",31/03/2020," December",2.85,6500,2280,1460,5380,2320,3060,-204.57,99.27,71.94,0,101,2054,1073,-287,259,1074,0,22.57,1.11,2.12,-7.94,0,0.4419,0.0678,0.0491,0.0409,0.094,0.0534,0.7577,0.4495,0.7639,2.0343
"MAP Boga Adiperkasa Tbk.",MAPB,"Tourism, Restaurant And Hotel",31/03/2020," December",2.17,3260,89.3,677.84,2680,1510,1170,62.4,12.11,-15.42,0,-28,1249,540,115,143,540,0,-53.57,1.2,2.78,13.05,0,0.7112,0.0178,-0.0227,-0.0541,-0.0526,-0.0229,1.2911,0.2951,0.4028,0.5581
"Mitra Adiperkasa Tbk.",MAPI,"Retail Trade",31/03/2020," December",16.6,11950,1152,4710,19350,12230,5910,-889.44,161.36,8.08,10,2,1135,356,-214,115,428,0.025,-27,2.97,1.2,12.77,-0.675,0,-0.039,-0.1131,-0.1325,-0.0458,-0.0305,0.4706,0.1629,2.0638,2.0685
"Mahaka Radio Integra Tbk.",MARI,"Advertising, Printing And Medi",31/03/2020," December",0.86793,1660,137.9,2940,2040,556.97,450.49,-120.58,36.11,10.59,0,49,13558,519,-556,436,1708,0.025,-27,2.97,1.2,12.77,-0.675,0,-0.039,-0.1131,-0.1325,-0.0458,-0.0305,0.4706,0.1629,2.0638,2.0685
"M Cash Integrasi Tbk.",MCAS,"Retail Trade",31/03/2020," December",5.25,283.64,72,23.84,353.26,110.71,235.25,5.55,-0.93037,-2.7,1.35,-2,18,45,4,3,46,0,38.98,0.14,3.68,-3.44,0,0.0208,0.0122,0.0036,0.0017,0.094,0.0207,1.2364,0.7429,2.7033,3.4785
"Intermedia Capital Tbk.",MDIA,"Advertising, Printing And Medi",31/12/2019," December",39.22,1960,36.2,1500,6060,3570,2470,159.36,99.44,64.54,0,2,38,63,4,0,63,0,25,1.31,0.79,12.3,0,0.4611,0.0664,0.0431,-0.3088,0.0261,0.0106,1.4493,0.003,1.3376,1.558
"Modern Internasional Tbk.",MDRN,"Wholesale (Durable & Non-Durab",31/12/2019," December",7.63,381.61,8,125.45,615.37,945.72,-330.35,-18.11,-17.2,-53.97,0,-7,16,-43,-2,1,-43,0,-7.14,3.04,-1.16,-21.07,0,0.4149,-0.1371,-0.4302,-0.1108,0.1633,-0.0877,-2.8628,0.0155,0.1386,0.2147
"Multifiling Mitra Indonesia Tb",MFMI,"Others - Trade Services & Inve",31/03/2020," December",0.75758,390.15,257.5,35.02,483.95,238.84,245.12,-18.58,9.24,8.17,264,43,185,324,-98,200,324,0.5126,11.98,2.79,1.59,-5.25,6.1395,0.464,0.2637,0.2334,0.1008,0.1333,0.0675,0.9744,3.4035,3.9934,4.0115
"Magna Investama Mandiri Tbk.",MGNA,"Food And Beverages",31/03/2020," December",1,50.15,47.6,0,83.44,196.69,-106.59,-3.53,-2.71,-7.66,0,-31,0,-106,-14,0,-113,0,-1.61,0,-0.47,-3.55,0,0,0,0,0,0.2873,-0.3671,-1.8453,0.0024,0.0078,0.0088
"Multi Indocitra Tbk.",MICE,"Wholesale (Durable & Non-Durab",31/03/2020," December",0.6,184.8,62.8,192.19,1040,356.36,688.58,20.34,5.51,5.69,10,38,1281,1148,136,53,1132,0.0325,8.11,0.24,0.27,2.27,0.2632,0.5412,0.0286,0.0296,0.0117,0.033,0.0219,0.5175,0.1097,0.8196,1.5228
"Midi Utama Indonesia Tbk.",MIDI,"Retail Trade",31/03/2020," December",2.88,4050,510.9,3150,5570,4310,1260,201.96,48.49,42.05,21.2,58,4369,438,280,96,438,0.0151,24.22,0.32,3.21,5.01,0.3655,0.2473,0.0154,0.0133,0.0028,0.1332,0.0302,3.4101,0.0797,0.2084,0.6889
"Mitra Keluarga Karyasehat Tbk.",MIKA,Healthcare,31/03/2020," December",14.25,32620,134.8,874.72,5800,818.32,4470,318.39,250.67,198.77,21,56,246,314,89,56,350,0.0092,40.89,9.32,7.29,25.62,0.375,0.4751,0.2865,0.2272,0.2709,0.1776,0.1369,0.1829,1.784,5.8117,5.9265
"Sanurhasta Mitra Tbk.",MINA,"Tourism, Restaurant And Hotel",31/03/2020," December",6.56,328.13,238.1,2.31,124.35,4.4,119.83,-3.5,-1.81,-1.32,0,-1,1,18,-2,1,18,0,-50,35.53,2.78,-23.47,0,0.5248,-0.7821,-0.5729,-0.5738,-0.0441,-0.0425,0.0367,1.9669,9.1091,9.1472
"Mitra Komunikasi Nusantara Tbk",MKNT,"Retail Trade",31/03/2020," December",5,250,125,1060,763.84,653.65,69.02,11.79,-3.98,-1.61,0,-1,847,14,9,7,22,0,-50,0.06,3.57,5.3,0,0.0309,-0.0037,-0.0015,-0.0148,-0.0933,-0.0084,9.4709,0.1878,2.3714,3.8083
"Multipolar Tbk.",MLPL,"Investment Company",31/03/2020," December",14.64,761.26,6,2660,17550,12160,4890,196.54,-79.87,-664.74,0,-182,727,334,54,108,368,0,-0.29,0.07,0.16,0.97,0,0.1953,-0.03,-0.2498,-0.2903,-0.5442,-0.1515,2.4895,0.2595,0.5479,0.8909
"Multipolar Technology Tbk.",MLPT,"Computer And Services",31/03/2020," December",1.88,1120,123.9,508.92,2180,1180,928.04,94.94,29.27,33.08,133,71,1086,495,203,234,535,0.2235,8.38,0.55,1.2,2.94,1.8732,0.1347,0.0575,0.0649,0.0712,0.1425,0.0606,1.2698,0.4327,0.9853,1.3009
"Media Nusantara Citra Tbk.",MNCN,"Advertising, Printing And Medi",31/03/2020," December",14.28,12920,100.5,2020,18330,5710,11700,377.3,778.68,311.98,15,87,565,820,106,45,884,0.0166,10.4,1.6,1.1,8.56,0.1724,0.6185,0.3862,0.1547,0.1309,0.1066,0.068,0.4884,0.2698,2.1964,3.407
"Mitra Pinasthika Mustika Tbk.",MPMX,"Wholesale (Durable & Non-Durab",31/03/2020," December",4.46,2180,32.5,3790,10580,3370,7020,145.55,95.07,66.08,90,59,3395,1572,130,582,1614,0.1844,8.27,0.14,0.31,3.74,1.5254,0.0872,0.025,0.0174,0.0153,0.0376,0.0249,0.4806,0.971,1.3901,1.7042
"Matahari Putra Prima Tbk.",MPPA,"Retail Trade",31/03/2020," December",7.53,835.74,46.7,1950,5590,5160,430.45,-50.2,-67.05,-100.2,0,-53,1036,57,-27,20,57,0,-2.09,0.11,1.95,-4.16,0,0.2017,-0.0343,-0.0513,-0.0905,-0.9311,-0.0717,11.9779,0.0473,0.1667,0.7048
"MNC Studios International Tbk.",MSIN,"Advertising, Printing And Medi",31/03/2020," December",5.2,1310,252,485.18,2300,865.14,1430,24.76,89.91,59.51,21,46,373,274,19,63,276,0.0833,5.48,0.68,0.92,13.24,0.4565,0.2552,0.1853,0.1226,0.1189,0.1669,0.1034,0.6068,0.5023,1.682,2.4155
